phase_id,phase_label,event_id,rank_type,analysis_universe,analysis_universe_label,cat_clean,semantic_within_cat,subcat_label,share_of_wallet_pre,share_of_wallet_post,share_of_wallet_diff,sales_per_active_user_diff,count_per_active_user_diff,active_subcat_user_proxy_diff,wallet_pct_shift_during_same_window,post_window_crosses_luna,n_obs_pre,n_obs_post,pre_user_weeks_sum,post_user_weeks_sum,pre_sales_sum,post_sales_sum
treasury_crypto_casspr_consultation_close_2022_4w,Treasury crypto CASSPr consultation closes +/-4w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Travel,travel_misc_crypto_binance,Travel: travel misc crypto binance,5.115424938329831e-05,1.430805758872621e-05,-3.6846191794572106e-05,-0.1090676005524514,-0.00025770507612060125,-0.00015980885418608357,0.07740115723533685,False,4,4,314.0,174.0,138358.31,42417.63
treasury_crypto_casspr_consultation_close_2022_4w,Treasury crypto CASSPr consultation closes +/-4w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Other,other_misc_crypto_swyftx,Other: other misc crypto swyftx,6.466869383029668e-05,3.071058112380239e-05,-3.395811270649429e-05,-0.09381370820603115,-0.00021351691529433373,-0.00013773643769713072,0.07740115723533685,False,4,4,345.0,225.0,173003.47999999998,90975.35
treasury_crypto_casspr_consultation_close_2022_4w,Treasury crypto CASSPr consultation closes +/-4w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Service Charges & Fees,service_charges_fees_misc_crypto_binance,Service Charges & Fees: service charges fees misc crypto binance,4.5194024069226946e-05,1.331111260191422e-05,-3.188291146731273e-05,-0.09108104428325713,-0.00018819840779910816,-8.343258563378835e-05,0.07740115723533685,False,4,4,191.0,118.0,119342.07,39233.06
treasury_crypto_casspr_consultation_close_2022_4w,Treasury crypto CASSPr consultation closes +/-4w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Education,education_misc_crypto_binance,Education: education misc crypto binance,3.826653986312673e-05,2.1578365581926957e-05,-1.6688174281199776e-05,-0.045662493586355046,-0.00015998876851678836,-5.833642532446665e-05,0.07740115723533685,False,4,4,305.0,255.0,103255.62,63334.16
treasury_crypto_casspr_consultation_close_2022_8w,Treasury crypto CASSPr consultation closes +/-8w,treasury_crypto_casspr_consultation_close_2022,primary_crypto_negative,primary_crypto_services,Primary crypto services,Services,services_crypto,Services: services crypto,9.32115872639844e-05,6.540073640501271e-05,-2.7810850858971692e-05,-0.03542921257804271,-0.0002762696273450188,-0.000138943381441111,0.21704410496790835,False,8,8,1494.0,1231.0,482291.83,415301.98000000004
treasury_crypto_casspr_consultation_close_2022_8w,Treasury crypto CASSPr consultation closes +/-8w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Other,other_misc_crypto_binance,Other: other misc crypto binance,0.0002900298258464014,0.0002387789858262594,-5.1250840020141986e-05,-0.004577888954374387,-0.00030273730870935016,-0.00021951653031982397,0.21704410496790835,False,8,8,2284.0,1871.0,1507917.94,1486864.62
treasury_crypto_casspr_consultation_close_2022_8w,Treasury crypto CASSPr consultation closes +/-8w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Travel,travel_misc_crypto_binance,Travel: travel misc crypto binance,6.208574099643453e-05,1.6365788365111843e-05,-4.571995263132268e-05,-0.11549379343078368,-0.0003267865643204876,-0.00021776341451993446,0.21704410496790835,False,8,8,675.0,280.0,315781.75,106932.19999999998
treasury_crypto_casspr_consultation_close_2022_8w,Treasury crypto CASSPr consultation closes +/-8w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Other,other_misc_crypto_coinspot,Other: other misc crypto coinspot,4.790747534346218e-05,1.6109079600046787e-05,-3.179839574341539e-05,-0.08433424500495576,-0.00018758009796161534,-0.00010853769450868423,0.21704410496790835,False,8,8,466.0,270.0,251381.94999999995,100827.56
treasury_crypto_casspr_consultation_close_2022_8w,Treasury crypto CASSPr consultation closes +/-8w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Other,other_misc_crypto_swyftx,Other: other misc crypto swyftx,5.790268438384467e-05,2.781586430839765e-05,-3.008682007544702e-05,-0.06897603189871238,-0.00016786012745978625,-0.00010258471268993088,0.21704410496790835,False,8,8,606.0,418.0,299602.73,174545.25
treasury_crypto_casspr_consultation_close_2022_8w,Treasury crypto CASSPr consultation closes +/-8w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Education,education_misc_crypto_binance,Education: education misc crypto binance,4.3645737986199406e-05,1.620734422149116e-05,-2.7438393764708245e-05,-0.06874954674189603,-0.00020600660879397823,-9.57917199994223e-05,0.21704410496790835,False,8,8,629.0,450.0,224876.50999999998,99248.59
treasury_crypto_casspr_consultation_close_2022_8w,Treasury crypto CASSPr consultation closes +/-8w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Service Charges & Fees,service_charges_fees_misc_crypto_binance,Service Charges & Fees: service charges fees misc crypto binance,2.8597444139745588e-05,9.093098488251374e-06,-1.9504345651494214e-05,-0.052670078376308424,-8.949333930682835e-05,-4.703474402902842e-05,0.21704410496790835,False,8,8,270.0,185.0,149607.87,55703.17
treasury_crypto_casspr_consultation_close_2022_8w,Treasury crypto CASSPr consultation closes +/-8w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Loans,loans_misc_crypto_coinspot,Loans: loans misc crypto coinspot,2.2375848019252437e-05,1.0154602284115306e-05,-1.222124573513713e-05,-0.02922147679205521,-9.281871910384016e-05,-6.303114833019986e-05,0.21704410496790835,False,8,8,286.0,172.0,116384.65999999997,63448.38
treasury_crypto_casspr_consultation_close_2022_8w,Treasury crypto CASSPr consultation closes +/-8w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Telecom & Internet,telecom_internet_misc_crypto_swyftx,Telecom & Internet: telecom internet misc crypto swyftx,4.968711704862502e-06,3.6067196794217373e-06,-1.3619920254407646e-06,-0.0016936502963019393,1.2733268430244708e-05,1.020230982779727e-05,0.21704410496790835,False,8,8,159.0,175.0,25702.0,22324.95
